Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2
24618,IN-2026-004618,23-08-2037,25-08-2037,First Class,CUST-609,Customer 256,Consumer,India,Hyderabad,Karnataka,East,PROD-33,Furniture,Phones,Product 707,20748.43,1,-2502.51,nan,Net Banking,,
24619,IN-2026-004619,24-08-2037,26-08-2037,First Class,CUST-868,Customer 592,Home Office,India,Bengaluru,Delhi,Central,PROD-384,Technology,Chairs,Product 50,18933.06,1,1047.91,nan,UPI,,
24620,IN-2026-004620,25-08-2037,27-08-2037,Same Day,CUST-268,Customer 347,Home Office,India,Bengaluru,Telangana,North,PROD-574,Furniture,Binders,Product 250,4625.29,7,4873.56,nan,COD,,
24621,IN-2026-004621,26-08-2037,28-08-2037,First Class,CUST-776,Customer 580,Consumer,India,Kolkata,West Bengal,East,PROD-310,Office Supplies,Binders,Product 456,8772.76,1,7960.79,nan,Net Banking,,
24622,IN-2026-004622,27-08-2037,29-08-2037,Same Day,CUST-309,Customer 838,Corporate,India,Kolkata,Karnataka,Central,PROD-550,Technology,Binders,Product 526,20551.69,13,993.49,nan,Cards,,
24623,IN-2026-004623,28-08-2037,30-08-2037,Same Day,CUST-1021,Customer 420,Corporate,India,Chennai,Maharashtra,North,PROD-773,Office Supplies,Phones,Product 13,24592.39,13,7944.78,nan,Cards,,
24624,IN-2026-004624,29-08-2037,31-08-2037,Standard Class,CUST-1297,Customer 186,Home Office,India,Bengaluru,Tamil Nadu,East,PROD-711,Technology,Phones,Product 287,21978.54,17,6891.04,nan,Net Banking,,
24625,IN-2026-004625,30-08-2037,01-09-2037,Second Class,CUST-762,Customer 604,Corporate,India,Mumbai,West Bengal,North,PROD-505,Technology,Binders,Product 674,23723.2,6,4912.43,nan,Online,,
24626,IN-2026-004626,31-08-2037,02-09-2037,Second Class,CUST-581,Customer 1084,Corporate,India,Delhi,Tamil Nadu,Central,PROD-582,Technology,Accessories,Product 147,16135.78,16,1200.87,nan,Net Banking,,
24627,IN-2026-004627,01-09-2037,03-09-2037,Standard Class,CUST-1410,Customer 927,Consumer,India,Chennai,Delhi,Central,PROD-71,Office Supplies,Phones,Product 758,12199.73,6,2906.07,nan,Net Banking,,
24628,IN-2026-004628,02-09-2037,04-09-2037,Standard Class,CUST-989,Customer 482,Corporate,India,Chennai,Maharashtra,North,PROD-69,Furniture,Chairs,Product 568,12989.36,11,4923.81,nan,Cards,,
24629,IN-2026-004629,03-09-2037,05-09-2037,Same Day,CUST-642,Customer 467,Home Office,India,Hyderabad,Delhi,West,PROD-561,Technology,Tables,Product 780,11597.67,16,4543.02,nan,COD,,
24630,IN-2026-004630,04-09-2037,06-09-2037,Second Class,CUST-44,Customer 875,Corporate,India,Pune,Karnataka,South,PROD-641,Technology,Tables,Product 722,4083.04,7,172.4,Yes,Net Banking,,
24631,IN-2026-004631,05-09-2037,07-09-2037,Standard Class,CUST-24,Customer 259,Consumer,India,Bengaluru,Karnataka,Central,PROD-156,Furniture,Chairs,Product 182,7817.61,3,3129.39,Yes,Cards,,
24632,IN-2026-004632,06-09-2037,08-09-2037,Second Class,CUST-333,Customer 1250,Consumer,India,Mumbai,Tamil Nadu,South,PROD-474,Office Supplies,Storage,Product 752,2486.76,16,6185.27,nan,Cards,,
24633,IN-2026-004633,07-09-2037,09-09-2037,Second Class,CUST-355,Customer 1304,Consumer,India,Pune,Telangana,East,PROD-229,Office Supplies,Storage,Product 396,2441.86,6,2225.83,nan,Online,,
24634,IN-2026-004634,08-09-2037,10-09-2037,Standard Class,CUST-1082,Customer 39,Home Office,India,Pune,Delhi,North,PROD-87,Furniture,Storage,Product 207,7967.9,5,3228.67,nan,Cards,,
24635,IN-2026-004635,09-09-2037,11-09-2037,Standard Class,CUST-751,Customer 1456,Consumer,India,Chennai,West Bengal,South,PROD-303,Office Supplies,Storage,Product 713,16736.61,14,602.88,nan,Online,,
24636,IN-2026-004636,10-09-2037,12-09-2037,Same Day,CUST-1499,Customer 36,Corporate,India,Delhi,Maharashtra,Central,PROD-358,Office Supplies,Phones,Product 376,15439.32,11,-1238.87,nan,Cards,,
24637,IN-2026-004637,11-09-2037,13-09-2037,Same Day,CUST-811,Customer 688,Corporate,India,Chennai,Tamil Nadu,South,PROD-621,Furniture,Storage,Product 550,14096.71,1,-2274.22,nan,COD,,
24638,IN-2026-004638,12-09-2037,14-09-2037,Second Class,CUST-1354,Customer 1001,Consumer,India,Hyderabad,Maharashtra,East,PROD-691,Technology,Binders,Product 488,18786.07,18,1466.61,nan,UPI,,
24639,IN-2026-004639,13-09-2037,15-09-2037,First Class,CUST-829,Customer 491,Home Office,India,Kolkata,Karnataka,Central,PROD-755,Technology,Binders,Product 239,10711.62,10,3949.47,nan,Net Banking,,
24640,IN-2026-004640,14-09-2037,16-09-2037,Same Day,CUST-537,Customer 306,Home Office,India,Chennai,Telangana,Central,PROD-84,Furniture,Chairs,Product 786,11192.02,6,5360.16,Yes,Cards,,
24641,IN-2026-004641,15-09-2037,17-09-2037,Same Day,CUST-1072,Customer 72,Home Office,India,Chennai,Delhi,North,PROD-739,Office Supplies,Tables,Product 667,13070.96,2,-2075.4,nan,COD,,
24642,IN-2026-004642,16-09-2037,18-09-2037,Standard Class,CUST-674,Customer 1091,Home Office,India,Bengaluru,Karnataka,South,PROD-414,Office Supplies,Accessories,Product 423,1898.12,14,503.37,nan,Online,,
24643,IN-2026-004643,17-09-2037,19-09-2037,Same Day,CUST-412,Customer 56,Home Office,India,Bengaluru,Tamil Nadu,East,PROD-137,Furniture,Phones,Product 459,14646.88,15,5886.96,nan,Cards,,
24644,IN-2026-004644,18-09-2037,20-09-2037,Standard Class,CUST-710,Customer 726,Home Office,India,Delhi,Tamil Nadu,Central,PROD-518,Furniture,Phones,Product 56,18818.42,15,-1765.19,nan,Cards,,
24645,IN-2026-004645,19-09-2037,21-09-2037,Standard Class,CUST-997,Customer 589,Corporate,India,Delhi,Karnataka,Central,PROD-49,Office Supplies,Tables,Product 584,6775.15,13,7926.09,nan,Net Banking,,
24646,IN-2026-004646,20-09-2037,22-09-2037,Second Class,CUST-563,Customer 1451,Home Office,India,Pune,Karnataka,East,PROD-369,Office Supplies,Storage,Product 727,21406.64,17,3959.58,nan,Net Banking,,
24647,IN-2026-004647,21-09-2037,23-09-2037,First Class,CUST-1056,Customer 1395,Corporate,India,Bengaluru,West Bengal,North,PROD-662,Furniture,Chairs,Product 775,6838.86,12,7340.19,nan,Cards,,
24648,IN-2026-004648,22-09-2037,24-09-2037,Standard Class,CUST-1471,Customer 1226,Consumer,India,Pune,Maharashtra,East,PROD-777,Technology,Binders,Product 448,12952.03,5,5033.09,nan,Online,,
24649,IN-2026-004649,23-09-2037,25-09-2037,Second Class,CUST-617,Customer 1096,Corporate,India,Bengaluru,Karnataka,South,PROD-231,Technology,Binders,Product 798,21893.24,5,7602.66,nan,Online,,
24650,IN-2026-004650,24-09-2037,26-09-2037,Second Class,CUST-443,Customer 814,Corporate,India,Kolkata,Karnataka,Central,PROD-140,Furniture,Storage,Product 638,18518.68,8,4318.66,nan,COD,,
24651,IN-2026-004651,25-09-2037,27-09-2037,Second Class,CUST-603,Customer 524,Consumer,India,Mumbai,Telangana,West,PROD-466,Office Supplies,Storage,Product 404,14509.15,14,-51.16,Yes,Net Banking,,
24652,IN-2026-004652,26-09-2037,28-09-2037,Same Day,CUST-1257,Customer 250,Home Office,India,Mumbai,Telangana,North,PROD-126,Furniture,Storage,Product 640,15662.6,1,5802.99,nan,COD,,
24653,IN-2026-004653,27-09-2037,29-09-2037,Second Class,CUST-269,Customer 1452,Home Office,India,Hyderabad,West Bengal,Central,PROD-782,Office Supplies,Phones,Product 126,2944.94,6,-513.23,nan,Cards,,
24654,IN-2026-004654,28-09-2037,30-09-2037,Standard Class,CUST-1460,Customer 577,Corporate,India,Pune,Delhi,Central,PROD-262,Furniture,Chairs,Product 540,17558.2,9,3215.06,nan,Net Banking,,
24655,IN-2026-004655,29-09-2037,01-10-2037,Standard Class,CUST-621,Customer 643,Corporate,India,Mumbai,Delhi,West,PROD-149,Office Supplies,Phones,Product 496,15395.16,11,1103.45,nan,COD,,
24656,IN-2026-004656,30-09-2037,02-10-2037,Standard Class,CUST-1262,Customer 212,Home Office,India,Chennai,Karnataka,Central,PROD-191,Furniture,Storage,Product 395,2342.22,3,5790.19,nan,Cards,,
24657,IN-2026-004657,01-10-2037,03-10-2037,Standard Class,CUST-1180,Customer 415,Corporate,India,Mumbai,Karnataka,North,PROD-300,Office Supplies,Chairs,Product 515,3326.64,2,5354.39,Yes,Net Banking,,
24658,IN-2026-004658,02-10-2037,04-10-2037,First Class,CUST-1175,Customer 952,Home Office,India,Pune,Delhi,South,PROD-593,Technology,Chairs,Product 681,24282.39,18,6502.84,nan,Net Banking,,
24659,IN-2026-004659,03-10-2037,05-10-2037,Second Class,CUST-1363,Customer 640,Corporate,India,Chennai,West Bengal,North,PROD-694,Technology,Binders,Product 458,4658.26,2,-283.58,Yes,Cards,,
24660,IN-2026-004660,04-10-2037,06-10-2037,Second Class,CUST-278,Customer 879,Consumer,India,Hyderabad,West Bengal,South,PROD-589,Furniture,Binders,Product 303,22420.38,2,7973.12,nan,Net Banking,,
24661,IN-2026-004661,05-10-2037,07-10-2037,Same Day,CUST-890,Customer 318,Home Office,India,Mumbai,Karnataka,South,PROD-520,Office Supplies,Phones,Product 338,7076.89,4,5859.08,nan,COD,,
24662,IN-2026-004662,06-10-2037,08-10-2037,First Class,CUST-149,Customer 124,Consumer,India,Bengaluru,Telangana,West,PROD-216,Technology,Accessories,Product 455,10054.01,7,1253.74,nan,Cards,,
24663,IN-2026-004663,07-10-2037,09-10-2037,Standard Class,CUST-449,Customer 1328,Consumer,India,Hyderabad,Tamil Nadu,South,PROD-750,Furniture,Chairs,Product 465,13998.36,5,-1595.7,nan,Net Banking,,
24664,IN-2026-004664,08-10-2037,10-10-2037,Second Class,CUST-61,Customer 648,Home Office,India,Bengaluru,Tamil Nadu,West,PROD-799,Technology,Binders,Product 251,15740.24,16,843.68,nan,Online,,
24665,IN-2026-004665,09-10-2037,11-10-2037,Second Class,CUST-1023,Customer 542,Home Office,India,Hyderabad,West Bengal,South,PROD-505,Technology,Tables,Product 427,12570.03,3,-1831.99,nan,Cards,,
24666,IN-2026-004666,10-10-2037,12-10-2037,Same Day,CUST-911,Customer 429,Home Office,India,Mumbai,Delhi,South,PROD-626,Office Supplies,Phones,Product 230,8873.83,3,3769.09,nan,Cards,,
24667,IN-2026-004667,11-10-2037,13-10-2037,Second Class,CUST-1110,Customer 987,Home Office,India,Bengaluru,Maharashtra,Central,PROD-243,Technology,Phones,Product 755,12592.51,3,-1757.85,nan,Net Banking,,
24668,IN-2026-004668,12-10-2037,14-10-2037,Standard Class,CUST-265,Customer 845,Consumer,India,Delhi,Karnataka,West,PROD-358,Furniture,Phones,Product 428,17592.01,13,1735.64,Yes,Net Banking,,
24669,IN-2026-004669,13-10-2037,15-10-2037,First Class,CUST-498,Customer 584,Home Office,India,Delhi,West Bengal,North,PROD-644,Technology,Chairs,Product 670,10062.96,17,4343.24,nan,Online,,
24670,IN-2026-004670,14-10-2037,16-10-2037,Second Class,CUST-1014,Customer 1396,Corporate,India,Mumbai,Tamil Nadu,South,PROD-339,Technology,Storage,Product 304,13744.84,4,1983.78,nan,Online,,
24671,IN-2026-004671,15-10-2037,17-10-2037,Standard Class,CUST-1239,Customer 1352,Consumer,India,Chennai,Karnataka,Central,PROD-607,Technology,Tables,Product 315,9634.54,11,6698.16,nan,Net Banking,,
24672,IN-2026-004672,16-10-2037,18-10-2037,First Class,CUST-1328,Customer 298,Corporate,India,Mumbai,Delhi,North,PROD-688,Technology,Tables,Product 231,8415.69,8,-349.08,nan,COD,,
24673,IN-2026-004673,17-10-2037,19-10-2037,Standard Class,CUST-111,Customer 963,Consumer,India,Delhi,Tamil Nadu,Central,PROD-746,Technology,Chairs,Product 457,7645.76,12,2762.81,nan,Cards,,
24674,IN-2026-004674,18-10-2037,20-10-2037,Same Day,CUST-604,Customer 1452,Corporate,India,Kolkata,Maharashtra,South,PROD-234,Furniture,Storage,Product 493,5792.86,13,7044.99,Yes,Online,,
24675,IN-2026-004675,19-10-2037,21-10-2037,Same Day,CUST-17,Customer 732,Corporate,India,Chennai,Maharashtra,East,PROD-381,Furniture,Tables,Product 453,19079.06,6,885.2,nan,COD,,
24676,IN-2026-004676,20-10-2037,22-10-2037,Second Class,CUST-1227,Customer 46,Consumer,India,Pune,West Bengal,West,PROD-309,Office Supplies,Binders,Product 669,24601.44,12,2199.8,nan,Online,,
24677,IN-2026-004677,21-10-2037,23-10-2037,First Class,CUST-185,Customer 199,Home Office,India,Pune,Tamil Nadu,East,PROD-402,Furniture,Accessories,Product 409,967.6,2,7261.29,nan,COD,,
24678,IN-2026-004678,22-10-2037,24-10-2037,First Class,CUST-1233,Customer 1001,Corporate,India,Delhi,Delhi,East,PROD-594,Office Supplies,Tables,Product 657,5102.55,10,2492.45,nan,Online,,
24679,IN-2026-004679,23-10-2037,25-10-2037,First Class,CUST-234,Customer 1352,Home Office,India,Hyderabad,Delhi,North,PROD-259,Technology,Phones,Product 47,24115.18,19,6506.65,nan,Cards,,
24680,IN-2026-004680,24-10-2037,26-10-2037,Standard Class,CUST-24,Customer 193,Corporate,India,Kolkata,Karnataka,South,PROD-187,Technology,Binders,Product 288,8708.94,18,7345.06,nan,Online,,
24681,IN-2026-004681,25-10-2037,27-10-2037,Second Class,CUST-1318,Customer 820,Corporate,India,Chennai,Delhi,West,PROD-215,Furniture,Storage,Product 570,9877.12,2,-182.87,nan,Online,,
24682,IN-2026-004682,26-10-2037,28-10-2037,Standard Class,CUST-658,Customer 745,Home Office,India,Kolkata,Karnataka,South,PROD-613,Furniture,Tables,Product 307,16658.45,2,5644.25,nan,UPI,,
24683,IN-2026-004683,27-10-2037,29-10-2037,First Class,CUST-638,Customer 428,Consumer,India,Kolkata,Karnataka,South,PROD-797,Office Supplies,Phones,Product 585,8978.96,16,4191.3,nan,UPI,,
24684,IN-2026-004684,28-10-2037,30-10-2037,Standard Class,CUST-970,Customer 947,Home Office,India,Chennai,West Bengal,Central,PROD-83,Office Supplies,Phones,Product 473,12444.34,4,7853.91,nan,COD,,
24685,IN-2026-004685,29-10-2037,31-10-2037,First Class,CUST-413,Customer 1317,Consumer,India,Delhi,Karnataka,South,PROD-781,Furniture,Accessories,Product 387,22542.81,13,3441.28,nan,Net Banking,,
24686,IN-2026-004686,30-10-2037,01-11-2037,First Class,CUST-1036,Customer 359,Home Office,India,Hyderabad,Maharashtra,North,PROD-26,Office Supplies,Accessories,Product 446,14228.4,11,5720.55,nan,Net Banking,,
24687,IN-2026-004687,31-10-2037,02-11-2037,Same Day,CUST-644,Customer 82,Corporate,India,Kolkata,Tamil Nadu,West,PROD-424,Office Supplies,Accessories,Product 721,16755.29,8,802.62,nan,Online,,
24688,IN-2026-004688,01-11-2037,03-11-2037,Second Class,CUST-409,Customer 539,Corporate,India,Hyderabad,Tamil Nadu,North,PROD-107,Furniture,Tables,Product 543,5622.82,6,3670.31,nan,Cards,,
24689,IN-2026-004689,02-11-2037,04-11-2037,Standard Class,CUST-592,Customer 471,Consumer,India,Pune,Delhi,North,PROD-764,Furniture,Tables,Product 787,6720.95,15,5564.38,nan,UPI,,
24690,IN-2026-004690,03-11-2037,05-11-2037,First Class,CUST-10,Customer 1091,Corporate,India,Chennai,Delhi,Central,PROD-609,Furniture,Phones,Product 77,22316.05,5,7636.05,nan,COD,,
24691,IN-2026-004691,04-11-2037,06-11-2037,Standard Class,CUST-452,Customer 805,Corporate,India,Bengaluru,Maharashtra,South,PROD-285,Office Supplies,Storage,Product 650,22960.16,15,-229.75,nan,Cards,,
24692,IN-2026-004692,05-11-2037,07-11-2037,Standard Class,CUST-887,Customer 27,Home Office,India,Kolkata,Telangana,North,PROD-549,Office Supplies,Chairs,Product 713,20222.73,5,-2132.16,nan,COD,,
24693,IN-2026-004693,06-11-2037,08-11-2037,Same Day,CUST-207,Customer 510,Home Office,India,Mumbai,Maharashtra,East,PROD-680,Office Supplies,Tables,Product 742,3271.12,17,7739.35,nan,COD,,
24694,IN-2026-004694,07-11-2037,09-11-2037,Same Day,CUST-178,Customer 1102,Corporate,India,Chennai,West Bengal,West,PROD-174,Furniture,Chairs,Product 431,20508.68,14,3629.06,nan,COD,,
24695,IN-2026-004695,08-11-2037,10-11-2037,First Class,CUST-984,Customer 715,Corporate,India,Mumbai,Karnataka,West,PROD-508,Office Supplies,Chairs,Product 390,725.89,11,-2810.24,nan,COD,,
24696,IN-2026-004696,09-11-2037,11-11-2037,Same Day,CUST-642,Customer 844,Corporate,India,Hyderabad,West Bengal,West,PROD-240,Office Supplies,Accessories,Product 467,15014.72,2,2719.88,Yes,Online,,
24697,IN-2026-004697,10-11-2037,12-11-2037,Standard Class,CUST-205,Customer 397,Corporate,India,Kolkata,Maharashtra,North,PROD-573,Office Supplies,Binders,Product 731,16962.74,5,7296.48,nan,UPI,,
24698,IN-2026-004698,11-11-2037,13-11-2037,Standard Class,CUST-1122,Customer 479,Consumer,India,Kolkata,Karnataka,Central,PROD-454,Technology,Storage,Product 693,10803.47,13,7828.67,nan,Online,,
24699,IN-2026-004699,12-11-2037,14-11-2037,Second Class,CUST-1163,Customer 195,Consumer,India,Mumbai,Delhi,North,PROD-574,Office Supplies,Phones,Product 748,12110.53,11,582.82,nan,COD,,
24700,IN-2026-004700,13-11-2037,15-11-2037,Standard Class,CUST-53,Customer 123,Home Office,India,Pune,West Bengal,West,PROD-509,Office Supplies,Phones,Product 775,18610.77,2,5601,nan,COD,,
24701,IN-2026-004701,14-11-2037,16-11-2037,Same Day,CUST-303,Customer 56,Consumer,India,Kolkata,Tamil Nadu,South,PROD-509,Furniture,Binders,Product 499,22398.2,2,2045.68,nan,Online,,
24702,IN-2026-004702,15-11-2037,17-11-2037,Standard Class,CUST-556,Customer 936,Corporate,India,Pune,Delhi,East,PROD-68,Technology,Accessories,Product 207,4936.11,12,1378.11,nan,Cards,,
24703,IN-2026-004703,16-11-2037,18-11-2037,First Class,CUST-1097,Customer 237,Home Office,India,Chennai,Telangana,West,PROD-682,Technology,Storage,Product 121,3677.5,8,5340.13,nan,Cards,,
24704,IN-2026-004704,17-11-2037,19-11-2037,Same Day,CUST-111,Customer 861,Corporate,India,Mumbai,West Bengal,South,PROD-138,Technology,Binders,Product 718,15842.3,10,-30.36,Yes,Cards,,
24705,IN-2026-004705,18-11-2037,20-11-2037,First Class,CUST-1208,Customer 1429,Corporate,India,Chennai,Telangana,West,PROD-314,Technology,Chairs,Product 122,5961.3,12,1690.15,Yes,Cards,,
24706,IN-2026-004706,19-11-2037,21-11-2037,Standard Class,CUST-479,Customer 1046,Home Office,India,Pune,Telangana,South,PROD-409,Office Supplies,Accessories,Product 57,5057.06,17,-288.15,nan,Cards,,
24707,IN-2026-004707,20-11-2037,22-11-2037,Second Class,CUST-188,Customer 863,Consumer,India,Hyderabad,Maharashtra,North,PROD-679,Office Supplies,Storage,Product 378,5286.41,5,-1430.99,Yes,COD,,
24708,IN-2026-004708,21-11-2037,23-11-2037,First Class,CUST-1295,Customer 176,Corporate,India,Bengaluru,Karnataka,Central,PROD-503,Technology,Phones,Product 594,5121.75,14,1172.29,nan,Online,,
24709,IN-2026-004709,22-11-2037,24-11-2037,Same Day,CUST-131,Customer 733,Consumer,India,Mumbai,West Bengal,East,PROD-147,Office Supplies,Binders,Product 588,12058.67,17,7551.51,nan,Online,,
24710,IN-2026-004710,23-11-2037,25-11-2037,Second Class,CUST-195,Customer 1336,Corporate,India,Hyderabad,Tamil Nadu,East,PROD-229,Office Supplies,Binders,Product 204,24118.65,18,1607.69,Yes,COD,,
24711,IN-2026-004711,24-11-2037,26-11-2037,Second Class,CUST-1424,Customer 577,Consumer,India,Bengaluru,Tamil Nadu,Central,PROD-160,Furniture,Binders,Product 401,20744.73,19,4515.47,Yes,Cards,,
24712,IN-2026-004712,25-11-2037,27-11-2037,Same Day,CUST-779,Customer 1239,Home Office,India,Chennai,Telangana,Central,PROD-473,Office Supplies,Chairs,Product 715,13697.56,1,135.8,nan,COD,,
24713,IN-2026-004713,26-11-2037,28-11-2037,Same Day,CUST-695,Customer 1062,Corporate,India,Kolkata,Tamil Nadu,West,PROD-574,Office Supplies,Tables,Product 640,2258.84,2,6518.93,nan,Online,,
24714,IN-2026-004714,27-11-2037,29-11-2037,Second Class,CUST-1031,Customer 400,Consumer,India,Delhi,Delhi,East,PROD-567,Office Supplies,Storage,Product 733,16905.05,17,3873.9,nan,Cards,,
24715,IN-2026-004715,28-11-2037,30-11-2037,Standard Class,CUST-945,Customer 212,Corporate,India,Mumbai,Maharashtra,West,PROD-600,Technology,Storage,Product 616,11415.78,4,7454.99,nan,Cards,,
24716,IN-2026-004716,29-11-2037,01-12-2037,First Class,CUST-920,Customer 26,Corporate,India,Kolkata,Telangana,South,PROD-561,Furniture,Phones,Product 73,19514.41,6,585.47,nan,Online,,
24717,IN-2026-004717,30-11-2037,02-12-2037,Same Day,CUST-35,Customer 414,Corporate,India,Kolkata,Maharashtra,East,PROD-721,Office Supplies,Accessories,Product 163,12475.44,9,2918.37,nan,COD,,
24718,IN-2026-004718,01-12-2037,03-12-2037,Same Day,CUST-828,Customer 500,Consumer,India,Bengaluru,Tamil Nadu,Central,PROD-725,Technology,Binders,Product 136,16789.78,13,-898.5,Yes,Online,,
24719,IN-2026-004719,02-12-2037,04-12-2037,Second Class,CUST-418,Customer 984,Corporate,India,Kolkata,Karnataka,Central,PROD-220,Technology,Phones,Product 107,5201.23,1,-1505.27,nan,Net Banking,,
24720,IN-2026-004720,03-12-2037,05-12-2037,Standard Class,CUST-1211,Customer 859,Consumer,India,Mumbai,Tamil Nadu,West,PROD-244,Office Supplies,Accessories,Product 686,20872.08,13,3438.96,nan,Online,,
24721,IN-2026-004721,04-12-2037,06-12-2037,First Class,CUST-758,Customer 719,Consumer,India,Delhi,Maharashtra,Central,PROD-45,Technology,Accessories,Product 564,19540.75,2,5837.58,nan,Online,,
24722,IN-2026-004722,05-12-2037,07-12-2037,Same Day,CUST-186,Customer 1084,Corporate,India,Bengaluru,Maharashtra,North,PROD-214,Furniture,Accessories,Product 731,9506.86,8,-802.26,nan,COD,,
24723,IN-2026-004723,06-12-2037,08-12-2037,Same Day,CUST-1329,Customer 1155,Corporate,India,Chennai,Telangana,North,PROD-406,Office Supplies,Phones,Product 256,24100.19,18,4732.08,nan,Online,,
24724,IN-2026-004724,07-12-2037,09-12-2037,Standard Class,CUST-427,Customer 1070,Consumer,India,Delhi,Maharashtra,West,PROD-527,Furniture,Chairs,Product 783,4219.77,3,4387.1,nan,UPI,,
24725,IN-2026-004725,08-12-2037,10-12-2037,Second Class,CUST-407,Customer 1345,Consumer,India,Mumbai,Maharashtra,South,PROD-700,Furniture,Tables,Product 745,745.33,1,2308.04,Yes,Cards,,
24726,IN-2026-004726,09-12-2037,11-12-2037,Second Class,CUST-1404,Customer 540,Corporate,India,Pune,West Bengal,Central,PROD-475,Office Supplies,Accessories,Product 85,19137.65,10,5436.03,nan,Online,,
24727,IN-2026-004727,10-12-2037,12-12-2037,Standard Class,CUST-1163,Customer 1235,Home Office,India,Hyderabad,Delhi,North,PROD-777,Office Supplies,Tables,Product 694,15114.04,5,3532.97,Yes,UPI,,
24728,IN-2026-004728,11-12-2037,13-12-2037,Same Day,CUST-1289,Customer 631,Home Office,India,Hyderabad,Tamil Nadu,West,PROD-442,Technology,Accessories,Product 89,2995.31,5,7411.5,Yes,Online,,
24729,IN-2026-004729,12-12-2037,14-12-2037,Standard Class,CUST-993,Customer 277,Consumer,India,Kolkata,Delhi,East,PROD-686,Office Supplies,Storage,Product 361,4197.79,9,5400.76,nan,UPI,,
24730,IN-2026-004730,13-12-2037,15-12-2037,First Class,CUST-1365,Customer 219,Home Office,India,Mumbai,Telangana,North,PROD-646,Furniture,Phones,Product 145,3489.25,4,6752.53,nan,UPI,,
24731,IN-2026-004731,14-12-2037,16-12-2037,Same Day,CUST-173,Customer 138,Corporate,India,Kolkata,Delhi,North,PROD-392,Furniture,Accessories,Product 464,4379.62,1,975.05,nan,Cards,,
24732,IN-2026-004732,15-12-2037,17-12-2037,First Class,CUST-900,Customer 1433,Corporate,India,Bengaluru,Tamil Nadu,West,PROD-698,Furniture,Tables,Product 15,11669.83,18,5920.99,Yes,UPI,,
24733,IN-2026-004733,16-12-2037,18-12-2037,Same Day,CUST-440,Customer 254,Consumer,India,Kolkata,Karnataka,Central,PROD-690,Technology,Phones,Product 677,1511.32,16,7912.27,nan,Online,,
24734,IN-2026-004734,17-12-2037,19-12-2037,Second Class,CUST-598,Customer 1253,Consumer,India,Pune,Telangana,North,PROD-250,Technology,Chairs,Product 381,13104.82,8,-1201.89,nan,Net Banking,,
24735,IN-2026-004735,18-12-2037,20-12-2037,Same Day,CUST-357,Customer 1175,Home Office,India,Mumbai,Delhi,North,PROD-171,Furniture,Chairs,Product 697,15232.99,16,2622.97,Yes,Net Banking,,
24736,IN-2026-004736,19-12-2037,21-12-2037,Second Class,CUST-308,Customer 659,Consumer,India,Mumbai,Tamil Nadu,Central,PROD-98,Office Supplies,Accessories,Product 347,18252.36,19,6485.7,nan,Online,,
24737,IN-2026-004737,20-12-2037,22-12-2037,Standard Class,CUST-664,Customer 1370,Consumer,India,Chennai,Tamil Nadu,East,PROD-737,Technology,Phones,Product 446,23664.32,8,1362.89,Yes,COD,,
24738,IN-2026-004738,21-12-2037,23-12-2037,Second Class,CUST-1377,Customer 1362,Consumer,India,Chennai,Maharashtra,East,PROD-354,Technology,Tables,Product 590,2291.31,3,2590.56,nan,COD,,
24739,IN-2026-004739,22-12-2037,24-12-2037,Second Class,CUST-953,Customer 1388,Home Office,India,Mumbai,Maharashtra,South,PROD-453,Office Supplies,Phones,Product 777,1120.16,4,5223.9,nan,UPI,,
24740,IN-2026-004740,23-12-2037,25-12-2037,First Class,CUST-524,Customer 745,Home Office,India,Mumbai,Telangana,South,PROD-219,Technology,Storage,Product 300,3693.68,19,6071.67,Yes,Cards,,
24741,IN-2026-004741,24-12-2037,26-12-2037,Second Class,CUST-650,Customer 448,Consumer,India,Kolkata,Tamil Nadu,West,PROD-312,Furniture,Phones,Product 417,8598.54,17,-805.16,nan,Cards,,
24742,IN-2026-004742,25-12-2037,27-12-2037,Second Class,CUST-795,Customer 66,Home Office,India,Pune,Tamil Nadu,South,PROD-322,Office Supplies,Storage,Product 260,13252.7,14,1302.21,nan,Cards,,
24743,IN-2026-004743,26-12-2037,28-12-2037,Second Class,CUST-367,Customer 1260,Home Office,India,Mumbai,West Bengal,West,PROD-465,Furniture,Tables,Product 33,356.08,13,1339.56,nan,Net Banking,,
24744,IN-2026-004744,27-12-2037,29-12-2037,Second Class,CUST-782,Customer 1309,Corporate,India,Pune,Karnataka,Central,PROD-140,Furniture,Tables,Product 698,17386.15,6,-1318.93,nan,COD,,
24745,IN-2026-004745,28-12-2037,30-12-2037,First Class,CUST-1044,Customer 804,Corporate,India,Mumbai,West Bengal,East,PROD-627,Technology,Tables,Product 450,23932.84,10,-1997.33,nan,UPI,,
24746,IN-2026-004746,29-12-2037,31-12-2037,Second Class,CUST-365,Customer 107,Consumer,India,Chennai,West Bengal,Central,PROD-313,Technology,Accessories,Product 298,6432.03,7,5191.64,nan,Online,,
